player_id,player_name,order,team,opp_pitcher,p_hand,b_hand,iso,slg,sp_hr9_split,clash_badge,prob,score,target_call,rank,current_drought_games,current_drought_pa,saturation,rho_shape,wb_prob,wb_score,wb_rank,synergy_score,synergy_call
518595,Travis d'Arnaud,8,Los Angeles Angels,MacKenzie Gore,L,R,0.083,0.271,1.35,ABOVE-AVG MATCHUP,0.0861,25.0,⚾ Standard Matchup,105,13,38,1.19,1.02,0.1249,31.0,84,27.9,⚾ Baseline Confluence
630105,Jake Cronenworth,9,San Diego Padres,Connor Prielipp,L,L,0.073,0.298,1.16,NEUTRAL TRAJECTORY,0.0555,25.0,🛑 FADE: Under Low Power,106,11,42,1.31,1.02,0.1251,31.0,82,27.9,💎 SATURATION SURGE (Due Alert)
669242,Tommy Edman,7,Los Angeles Dodgers,Bubba Chandler,R,S,0.141,0.412,1.12,NEUTRAL TRAJECTORY,0.1139,25.0,⚾ Standard Matchup,107,10,37,1.16,1.02,0.1248,30.9,86,27.8,⚾ Baseline Confluence
595879,Javier Báez,9,Detroit Tigers,Noah Cameron,L,R,0.095,0.35,0.87,NEUTRAL TRAJECTORY,0.0547,25.0,🛑 FADE: Under Low Power,108,9,34,1.06,1.02,0.1246,30.8,89,27.8,⚾ Baseline Confluence
669397,Nick Allen,9,Houston Astros,J.T. Ginn,R,R,0.084,0.345,0.8,POWER SUPPRESSED,0.0428,25.0,🛑 FADE: Under Low Power,109,24,37,1.16,1.02,0.1248,30.9,85,27.8,⚾ Baseline Confluence
683227,Cody Freeman,7,Texas Rangers,Reid Detmers,L,R,0.05,0.259,1.1,NEUTRAL TRAJECTORY,0.0412,25.0,🛑 FADE: Under Low Power,110,12,32,1.0,1.02,0.1245,30.8,91,27.8,⚾ Baseline Confluence
699393,Pedro Ramírez,7,Chicago Cubs,Emerson Hancock,R,S,0.131,0.416,1.26,NEUTRAL TRAJECTORY,0.1075,25.0,⚾ Standard Matchup,111,11,26,0.81,1.02,0.124,30.6,94,27.7,⚾ Baseline Confluence
669911,Michael Toglia,8,Cincinnati Reds,Eduardo Rodriguez,L,S,0.077,0.192,0.95,NEUTRAL TRAJECTORY,0.0545,25.0,🛑 FADE: Under Low Power,112,9,28,0.88,1.02,0.1242,30.7,93,27.7,⚾ Baseline Confluence
669384,Raynel Delgado,8,Houston Astros,J.T. Ginn,R,L,0.114,0.371,1.14,NEUTRAL TRAJECTORY,0.0947,25.0,⚾ Standard Matchup,113,12,23,0.72,1.02,0.1238,30.5,97,27.6,⚾ Baseline Confluence
606192,Teoscar Hernández,8,Los Angeles Dodgers,Bubba Chandler,R,R,0.151,0.401,0.32,NEUTRAL TRAJECTORY,0.0363,25.0,🛑 FADE: Under Low Power,114,7,25,0.77,1.06,0.1239,30.5,95,27.6,⚾ Baseline Confluence
669720,Austin Hays,7,San Diego Padres,Connor Prielipp,L,R,0.093,0.326,1.27,NEUTRAL TRAJECTORY,0.0765,25.0,🛑 FADE: Under Low Power,115,3,10,0.31,1.02,0.1221,29.8,100,27.3,⚾ Baseline Confluence
664728,Kyle Isbel,9,Kansas City Royals,Troy Melton,R,L,0.103,0.332,1.33,ABOVE-AVG MATCHUP,0.0932,25.0,⚾ Standard Matchup,116,2,7,0.22,1.02,0.1214,29.5,102,27.2,⚾ Baseline Confluence
518692,Freddie Freeman,2,Los Angeles Dodgers,Bubba Chandler,R,L,0.165,0.468,1.12,NEUTRAL TRAJECTORY,0.1319,27.8,⚾ Standard Matchup,117,5,21,0.59,1.12,0.1132,26.2,112,27.0,⚾ Baseline Confluence
703601,Max Clark,8,Detroit Tigers,Noah Cameron,L,L,0.143,0.414,1.08,NEUTRAL TRAJECTORY,0.0997,25.0,⚾ Standard Matchup,118,1,5,0.16,1.02,0.1208,29.2,103,27.0,⚾ Baseline Confluence
690924,Braxton Fulford,8,Colorado Rockies,Joey Cantillo,L,R,0.107,0.292,1.17,NEUTRAL TRAJECTORY,0.1112,25.0,⚾ Standard Matchup,119,2,2,0.06,1.02,0.1195,28.7,105,26.8,⚾ Baseline Confluence
687462,Spencer Horwitz,1,Pittsburgh Pirates,Yoshinobu Yamamoto,R,L,0.15,0.406,0.83,NEUTRAL TRAJECTORY,0.0909,25.0,⚾ Standard Matchup,120,13,45,1.29,1.06,0.1194,28.7,104,26.8,⚾ Baseline Confluence
514888,Jose Altuve,1,Houston Astros,J.T. Ginn,R,R,0.15,0.395,0.8,NEUTRAL TRAJECTORY,0.0878,25.0,⚾ Standard Matchup,121,4,18,0.54,1.06,0.1193,28.6,106,26.7,⚾ Baseline Confluence
677649,Ezequiel Duran,5,Texas Rangers,Reid Detmers,L,R,0.169,0.434,1.1,NEUTRAL TRAJECTORY,0.1327,28.1,⚾ Standard Matchup,122,2,5,0.14,1.06,0.1066,25.0,153,26.6,⚾ Baseline Confluence
701785,Kaelen Culpepper,9,Minnesota Twins,Randy Vásquez,R,R,0.115,0.429,1.25,NEUTRAL TRAJECTORY,0.0923,25.0,⚾ Standard Matchup,123,0,0,0.0,1.02,0.1175,27.9,108,26.4,⚾ Baseline Confluence
680977,Brendan Donovan,1,Seattle Mariners,Matthew Boyd,L,L,0.136,0.409,0.4,NEUTRAL TRAJECTORY,0.0368,25.0,🛑 FADE: Under Low Power,124,0,0,0.0,1.02,0.1175,27.9,109,26.4,⚾ Baseline Confluence
681624,Andy Pages,3,Los Angeles Dodgers,Bubba Chandler,R,R,0.187,0.459,0.32,ABOVE-AVG MATCHUP,0.047,25.0,🛑 FADE: Under Low Power,125,0,0,0.0,1.12,0.1161,27.3,110,26.1,⚾ Baseline Confluence
687093,Vaughn Grissom,4,Los Angeles Angels,MacKenzie Gore,L,R,0.128,0.377,1.35,ABOVE-AVG MATCHUP,0.1297,27.0,⚾ Standard Matchup,126,12,43,0.91,1.06,0.0881,25.0,131,26.0,⚾ Baseline Confluence
553869,Elias Díaz,8,Texas Rangers,Reid Detmers,L,R,0.118,0.346,1.1,NEUTRAL TRAJECTORY,0.0946,25.0,⚾ Standard Matchup,127,3,8,0.24,1.06,0.1147,26.8,111,25.9,⚾ Baseline Confluence
672724,Oswald Peraza,9,Los Angeles Angels,MacKenzie Gore,L,R,0.124,0.352,1.35,ABOVE-AVG MATCHUP,0.1259,25.7,⚾ Standard Matchup,128,2,8,0.17,1.06,0.0828,25.0,151,25.4,⚾ Baseline Confluence
701807,Carson Benge,4,New York Mets,Sean Burke,R,L,0.146,0.418,1.2,NEUTRAL TRAJECTORY,0.1255,25.5,⚾ Standard Matchup,129,0,0,0.0,1.12,0.0891,25.0,158,25.3,⚾ Baseline Confluence
521692,Salvador Perez,4,Kansas City Royals,Troy Melton,R,R,0.149,0.368,0.25,NEUTRAL TRAJECTORY,0.025,25.0,🛑 FADE: Under Low Power,130,1,4,0.13,1.12,0.1117,25.6,113,25.3,⚾ Baseline Confluence
678662,Ezequiel Tovar,9,Colorado Rockies,Joey Cantillo,L,R,0.121,0.326,1.17,NEUTRAL TRAJECTORY,0.1248,25.3,⚾ Standard Matchup,131,1,4,0.09,1.06,0.0786,25.0,156,25.2,⚾ Baseline Confluence
663616,Trevor Larnach,7,Minnesota Twins,Randy Vásquez,R,L,0.154,0.422,1.21,NEUTRAL TRAJECTORY,0.118,25.0,⚾ Standard Matchup,132,10,25,0.66,1.06,0.1068,25.0,137,25.0,⚾ Baseline Confluence
607043,Brandon Nimmo,4,Texas Rangers,Reid Detmers,L,L,0.161,0.429,1.01,NEUTRAL TRAJECTORY,0.1171,25.0,⚾ Standard Matchup,133,2,9,0.23,1.06,0.0969,25.0,148,25.0,⚾ Baseline Confluence
672275,Patrick Bailey,8,Cleveland Guardians,Tanner Gordon,R,S,0.05,0.183,2.52,ABOVE-AVG MATCHUP,0.1171,25.0,⚾ Standard Matchup,134,18,60,1.34,1.06,0.0942,25.0,124,25.0,💎 SATURATION SURGE (Due Alert)
681198,TJ Rumfield,4,Colorado Rockies,Joey Cantillo,L,L,0.155,0.447,0.83,NEUTRAL TRAJECTORY,0.1141,25.0,⚾ Standard Matchup,135,1,4,0.1,1.06,0.0968,25.0,155,25.0,⚾ Baseline Confluence
643446,Jeff McNeil,2,Athletics,Hayden Wesneski,R,L,0.096,0.357,1.54,ABOVE-AVG MATCHUP,0.1121,25.0,⚾ Standard Matchup,136,22,78,1.21,1.06,0.0658,25.0,127,25.0,⚾ Baseline Confluence
686469,Vinnie Pasquantino,5,Kansas City Royals,Troy Melton,R,L,0.123,0.367,1.33,ABOVE-AVG MATCHUP,0.1103,25.0,⚾ Standard Matchup,137,18,77,1.53,1.06,0.0848,25.0,118,25.0,💎 SATURATION SURGE (Due Alert)
663656,Kyle Tucker,6,Los Angeles Dodgers,Bubba Chandler,R,L,0.136,0.368,1.12,NEUTRAL TRAJECTORY,0.1101,25.0,⚾ Standard Matchup,138,6,25,0.56,1.06,0.0898,25.0,142,25.0,⚾ Baseline Confluence
662139,Daulton Varsho,4,Houston Astros,J.T. Ginn,R,L,0.132,0.375,1.14,NEUTRAL TRAJECTORY,0.1088,25.0,⚾ Standard Matchup,139,12,44,0.83,1.06,0.0782,25.0,133,25.0,⚾ Baseline Confluence
686555,Isaac Collins,8,Kansas City Royals,Troy Melton,R,S,0.121,0.348,1.33,ABOVE-AVG MATCHUP,0.1086,25.0,⚾ Standard Matchup,140,3,7,0.1,1.06,0.0532,25.0,154,25.0,⚾ Baseline Confluence
805999,A.J. Ewing,1,New York Mets,Sean Burke,R,L,0.123,0.371,1.2,NEUTRAL TRAJECTORY,0.1069,25.0,⚾ Standard Matchup,141,2,9,0.18,1.06,0.0746,25.0,150,25.0,⚾ Baseline Confluence
671976,Tristan Peters,9,Chicago White Sox,Sean Manaea,L,L,0.154,0.424,0.95,NEUTRAL TRAJECTORY,0.106,25.0,⚾ Standard Matchup,142,42,114,2.12,1.06,0.0813,25.0,115,25.0,💎 SATURATION SURGE (Due Alert)
683146,Brett Baty,7,New York Mets,Sean Burke,R,L,0.115,0.327,1.2,NEUTRAL TRAJECTORY,0.1003,25.0,⚾ Standard Matchup,143,21,72,1.47,1.06,0.0871,25.0,121,25.0,💎 SATURATION SURGE (Due Alert)
668804,Bryan Reynolds,3,Pittsburgh Pirates,Yoshinobu Yamamoto,R,S,0.166,0.427,0.83,NEUTRAL TRAJECTORY,0.1001,25.0,⚾ Standard Matchup,144,4,19,0.51,1.12,0.1063,25.0,143,25.0,⚾ Baseline Confluence
805808,Kevin McGonigle,3,Detroit Tigers,Noah Cameron,L,L,0.142,0.424,1.08,NEUTRAL TRAJECTORY,0.0991,25.0,⚾ Standard Matchup,145,15,63,1.48,1.06,0.0991,25.0,120,25.0,💎 SATURATION SURGE (Due Alert)
608324,Alex Bregman,4,Chicago Cubs,Emerson Hancock,R,R,0.149,0.404,0.97,NEUTRAL TRAJECTORY,0.0948,25.0,⚾ Standard Matchup,146,2,10,0.28,1.12,0.1045,25.0,147,25.0,⚾ Baseline Confluence
694497,Evan Carter,9,Texas Rangers,Reid Detmers,L,L,0.125,0.319,1.01,NEUTRAL TRAJECTORY,0.0921,25.0,⚾ Standard Matchup,147,12,40,0.88,1.06,0.0907,25.0,132,25.0,⚾ Baseline Confluence
593428,Xander Bogaerts,6,San Diego Padres,Connor Prielipp,L,R,0.109,0.329,1.27,NEUTRAL TRAJECTORY,0.089,25.0,⚾ Standard Matchup,148,10,42,0.96,1.06,0.0947,25.0,130,25.0,⚾ Baseline Confluence
807712,Luke Keaschall,1,Minnesota Twins,Randy Vásquez,R,R,0.105,0.377,1.25,NEUTRAL TRAJECTORY,0.0846,25.0,⚾ Standard Matchup,149,9,39,0.58,1.06,0.0608,25.0,140,25.0,⚾ Baseline Confluence
701678,Hao-Yu Lee,2,Detroit Tigers,Noah Cameron,L,R,0.148,0.424,0.87,NEUTRAL TRAJECTORY,0.0839,25.0,⚾ Standard Matchup,150,6,18,0.48,1.06,0.1048,25.0,144,25.0,⚾ Baseline Confluence
667472,Dane Myers,3,Cincinnati Reds,Eduardo Rodriguez,L,R,0.111,0.367,0.95,NEUTRAL TRAJECTORY,0.0776,25.0,🛑 FADE: Under Low Power,151,21,32,0.67,1.06,0.0849,25.0,136,25.0,⚾ Baseline Confluence
650402,Gleyber Torres,1,Detroit Tigers,Noah Cameron,L,R,0.13,0.401,0.87,NEUTRAL TRAJECTORY,0.074,25.0,🛑 FADE: Under Low Power,152,7,31,0.79,1.06,0.1045,25.0,134,25.0,⚾ Baseline Confluence
693304,Nick Gonzales,4,Pittsburgh Pirates,Yoshinobu Yamamoto,R,R,0.094,0.404,1.06,NEUTRAL TRAJECTORY,0.0734,25.0,🛑 FADE: Under Low Power,153,53,212,2.58,1.06,0.0544,25.0,114,25.0,💎 SATURATION SURGE (Due Alert)
663647,Ke'Bryan Hayes,9,Cincinnati Reds,Eduardo Rodriguez,L,R,0.103,0.255,0.95,NEUTRAL TRAJECTORY,0.0722,25.0,🛑 FADE: Under Low Power,154,21,60,1.53,1.06,0.1077,25.0,119,25.0,💎 SATURATION SURGE (Due Alert)
608348,Carson Kelly,9,Chicago Cubs,Emerson Hancock,R,R,0.112,0.372,0.97,NEUTRAL TRAJECTORY,0.0721,25.0,🛑 FADE: Under Low Power,155,14,50,1.05,1.06,0.0877,25.0,129,25.0,⚾ Baseline Confluence
666182,Bo Bichette,3,New York Mets,Sean Burke,R,R,0.122,0.388,0.79,NEUTRAL TRAJECTORY,0.0711,25.0,🛑 FADE: Under Low Power,156,14,65,1.42,1.06,0.0927,25.0,123,25.0,💎 SATURATION SURGE (Due Alert)
621493,Taylor Ward,6,Seattle Mariners,Matthew Boyd,L,R,0.053,0.211,1.77,ABOVE-AVG MATCHUP,0.0656,25.0,🛑 FADE: Under Low Power,157,21,98,1.26,1.06,0.055,25.0,126,25.0,⚾ Baseline Confluence
663538,Nico Hoerner,6,Chicago Cubs,Emerson Hancock,R,R,0.098,0.362,0.97,NEUTRAL TRAJECTORY,0.0634,25.0,🛑 FADE: Under Low Power,158,11,48,0.61,1.06,0.0525,25.0,139,25.0,⚾ Baseline Confluence
694208,Moisés Ballesteros,3,Los Angeles Angels,MacKenzie Gore,L,L,0.154,0.385,0.55,NEUTRAL TRAJECTORY,0.0628,25.0,🛑 FADE: Under Low Power,159,8,22,0.56,1.06,0.1018,25.0,141,25.0,⚾ Baseline Confluence
702284,Cole Young,8,Seattle Mariners,Matthew Boyd,L,L,0.141,0.395,0.4,NEUTRAL TRAJECTORY,0.0381,25.0,🛑 FADE: Under Low Power,160,1,3,0.09,1.12,0.0986,25.0,157,25.0,⚾ Baseline Confluence
679845,Nick Loftin,6,Kansas City Royals,Troy Melton,R,R,0.143,0.374,0.25,NEUTRAL TRAJECTORY,0.024,25.0,🛑 FADE: Under Low Power,161,29,92,1.44,1.06,0.0671,25.0,122,25.0,💎 SATURATION SURGE (Due Alert)
647304,Josh Naylor,5,Seattle Mariners,Matthew Boyd,L,L,0.103,0.371,0.4,POWER SUPPRESSED,0.0238,25.0,🛑 FADE: Under Low Power,162,15,66,1.29,1.06,0.083,25.0,125,25.0,⚾ Baseline Confluence
703607,Henry Bolte,1,Athletics,Hayden Wesneski,R,R,0.098,0.367,0.0,POWER SUPPRESSED,0.0198,25.0,🛑 FADE: Under Low Power,163,24,85,1.6,1.06,0.081,25.0,117,25.0,💎 SATURATION SURGE (Due Alert)
691777,Max Muncy,9,Athletics,Hayden Wesneski,R,R,0.16,0.376,0.0,NEUTRAL TRAJECTORY,0.0198,25.0,🛑 FADE: Under Low Power,164,2,8,0.22,1.06,0.1043,25.0,149,25.0,⚾ Baseline Confluence
