player_id,player_name,order,team,opp_pitcher,p_whip,blended_ops,lineup_mult,expected_hrr,score,target_call,rank
699912,Jose Fernandez,8,Arizona Diamondbacks,Andrew Abbott,1.4,0.619,0.75,1.03,41.1,⚾ Standard Volume,200
680700,Richie Palacios,8,Tampa Bay Rays,Shane Baz,1.35,0.639,0.75,1.02,40.9,⚾ Standard Volume,201
643289,Mauricio Dubón,9,Atlanta Braves,Shane Drohan,1.25,0.69,0.75,1.02,40.9,⚾ Standard Volume,202
669003,Garrett Mitchell,6,Milwaukee Brewers,Tyler Mahle,0.86,0.733,0.9,1.02,40.7,⚾ Standard Volume,203
806198,Cooper Pratt,4,Milwaukee Brewers,Tyler Mahle,0.86,0.548,1.2,1.01,40.5,⚾ Standard Volume,204
687231,Darell Hernaiz,8,Athletics,Cristian Javier,1.68,0.509,0.75,1.01,40.5,⚾ Standard Volume,205
694378,Jacob Gonzalez,6,Pittsburgh Pirates,Blake Snell,1.13,0.626,0.9,1.01,40.3,⚾ Standard Volume,206
678391,Jorbit Vivas,6,Washington Nationals,Janson Junk,1.36,0.516,0.9,1.0,39.9,⚾ Standard Volume,207
672284,Jarred Kelenic,9,Texas Rangers,Yusei Kikuchi,1.58,0.526,0.75,0.98,39.4,⚾ Standard Volume,208
663457,Lars Nootbaar,9,Arizona Diamondbacks,Andrew Abbott,1.4,0.593,0.75,0.98,39.3,⚾ Standard Volume,209
543877,Christian Vázquez,9,Houston Astros,Brady Basso,1.35,0.61,0.75,0.98,39.0,⚾ Standard Volume,210
687749,Jase Bowen,7,San Diego Padres,Bailey Ober,1.25,0.547,0.9,0.97,38.9,⚾ Standard Volume,211
641343,Jake Bauers,9,Milwaukee Brewers,Tyler Mahle,0.86,0.84,0.75,0.97,38.8,⚾ Standard Volume,212
670764,Taylor Walls,9,Tampa Bay Rays,Shane Baz,1.35,0.604,0.75,0.97,38.7,⚾ Standard Volume,213
543760,Marcus Semien,7,New York Mets,Sean Newcomb,1.1,0.617,0.9,0.97,38.6,⚾ Standard Volume,214
680779,Henry Davis,5,Pittsburgh Pirates,Blake Snell,1.13,0.45,1.2,0.97,38.6,⚾ Standard Volume,215
640459,Brian Navarreto,9,Miami Marlins,Jackson Kent,2.48,0.463,0.75,0.96,38.5,⚾ Standard Volume,216
681297,Colton Cowser,8,Baltimore Orioles,Nick Martinez,1.14,0.711,0.75,0.96,38.5,⚾ Standard Volume,217
807727,Charles McAdoo,8,Toronto Blue Jays,Carlos Rodón,1.23,0.658,0.75,0.96,38.4,⚾ Standard Volume,218
808982,Jung Hoo Lee,6,San Francisco Giants,Jake Bennett,1.07,0.631,0.9,0.96,38.4,⚾ Standard Volume,219
596142,Gary Sánchez,7,Milwaukee Brewers,Tyler Mahle,0.86,0.688,0.9,0.95,38.2,⚾ Standard Volume,220
686555,Isaac Collins,5,Kansas City Royals,Jacob Waguespack,0.83,0.515,1.2,0.95,38.1,⚾ Standard Volume,221
676439,Hunter Feduccia,6,Los Angeles Dodgers,Lake Bachar,1.09,0.607,0.9,0.94,37.6,⚾ Standard Volume,222
695257,Billy Cook,1,Pittsburgh Pirates,Blake Snell,1.13,0.457,1.15,0.94,37.5,⚾ Standard Volume,223
666160,Mickey Moniak,9,Colorado Rockies,Foster Griffin,1.07,0.735,0.75,0.93,37.3,⚾ Standard Volume,224
679845,Nick Loftin,1,Kansas City Royals,Jacob Waguespack,0.83,0.522,1.15,0.93,37.0,⚾ Standard Volume,225
693304,Nick Gonzales,9,Pittsburgh Pirates,Blake Snell,1.13,0.686,0.75,0.92,36.8,⚾ Standard Volume,226
686475,Tyler Tolbert,7,Kansas City Royals,Jacob Waguespack,0.83,0.663,0.9,0.92,36.8,⚾ Standard Volume,227
595978,Austin Hedges,8,Cleveland Guardians,Tomoyuki Sugano,1.26,0.609,0.75,0.91,36.4,⚾ Standard Volume,228
624641,Edmundo Sosa,8,Philadelphia Phillies,Kyle Leahy,1.31,0.577,0.75,0.9,35.8,⚾ Standard Volume,229
691720,Kyle Karros,8,Colorado Rockies,Foster Griffin,1.07,0.704,0.75,0.89,35.7,⚾ Standard Volume,230
650859,Luis Rengifo,9,San Diego Padres,Bailey Ober,1.25,0.597,0.75,0.88,35.4,⚾ Standard Volume,231
694192,Jackson Chourio,8,Milwaukee Brewers,Tyler Mahle,0.86,0.756,0.75,0.87,34.9,⚾ Standard Volume,232
677587,Brayan Rocchio,9,Cleveland Guardians,Tomoyuki Sugano,1.26,0.581,0.75,0.87,34.7,⚾ Standard Volume,233
669224,Austin Wells,8,New York Yankees,José Soriano,1.35,0.532,0.75,0.85,34.1,⚾ Standard Volume,234
665750,Leody Taveras,9,Baltimore Orioles,Nick Martinez,1.14,0.63,0.75,0.85,34.1,⚾ Standard Volume,235
663656,Kyle Tucker,7,Los Angeles Dodgers,Lake Bachar,1.09,0.546,0.9,0.85,33.9,⚾ Standard Volume,236
663647,Ke'Bryan Hayes,8,Cincinnati Reds,Mitch Bratt,1.47,0.48,0.75,0.84,33.5,⚾ Standard Volume,237
624424,Michael Conforto,7,Chicago Cubs,Bryce Miller,1.04,0.561,0.9,0.83,33.2,⚾ Standard Volume,238
655316,Andruw Monasterio,7,Boston Red Sox,Matt Wilkinson,0.5,0.593,0.9,0.82,32.9,⚾ Standard Volume,239
665804,Miguel Amaya,8,Chicago Cubs,Bryce Miller,1.04,0.664,0.75,0.82,32.7,⚾ Standard Volume,240
677594,Julio Rodríguez,8,Seattle Mariners,Shota Imanaga,1.09,0.631,0.75,0.81,32.6,⚾ Standard Volume,241
805347,Jim Jarvis,6,Atlanta Braves,Shane Drohan,1.25,0.455,0.9,0.81,32.4,⚾ Standard Volume,242
663538,Nico Hoerner,9,Chicago Cubs,Bryce Miller,1.04,0.655,0.75,0.81,32.3,⚾ Standard Volume,243
690924,Braxton Fulford,1,Colorado Rockies,Foster Griffin,1.07,0.413,1.15,0.8,32.2,⚾ Standard Volume,244
642201,Eli White,8,Boston Red Sox,Matt Wilkinson,0.5,0.692,0.75,0.8,32.0,⚾ Standard Volume,245
686780,Pedro Pagés,9,St. Louis Cardinals,Cristopher Sánchez,1.22,0.54,0.75,0.78,31.2,⚾ Standard Volume,246
687597,Jordan Beck,7,Colorado Rockies,Foster Griffin,1.07,0.508,0.9,0.77,30.9,⚾ Standard Volume,247
668670,Jake Rogers,9,Chicago White Sox,Nolan McLean,1.16,0.558,0.75,0.77,30.7,⚾ Standard Volume,248
657136,Connor Wong,9,Boston Red Sox,Matt Wilkinson,0.5,0.66,0.75,0.76,30.5,⚾ Standard Volume,249
500743,Miguel Rojas,9,Los Angeles Dodgers,Lake Bachar,1.09,0.587,0.75,0.76,30.3,⚾ Standard Volume,250
669707,Jared Triolo,8,Pittsburgh Pirates,Blake Snell,1.13,0.556,0.75,0.74,29.8,⚾ Standard Volume,251
683083,Nasim Nuñez,8,Washington Nationals,Janson Junk,1.36,0.448,0.75,0.72,28.9,⚾ Standard Volume,252
664728,Kyle Isbel,9,Kansas City Royals,Jacob Waguespack,0.83,0.618,0.75,0.71,28.6,⚾ Standard Volume,253
703601,Max Clark,8,Detroit Tigers,Daniel Lynch IV,1.02,0.581,0.75,0.7,28.1,⚾ Standard Volume,254
664702,Myles Straw,9,Toronto Blue Jays,Carlos Rodón,1.23,0.478,0.75,0.7,27.9,⚾ Standard Volume,255
805999,A.J. Ewing,8,New York Mets,Sean Newcomb,1.1,0.526,0.75,0.69,27.4,⚾ Standard Volume,256
671155,Ivan Johnson,5,Cincinnati Reds,Mitch Bratt,1.47,0.245,1.2,0.68,27.3,⚾ Standard Volume,257
595879,Javier Báez,9,Detroit Tigers,Daniel Lynch IV,1.02,0.56,0.75,0.68,27.1,⚾ Standard Volume,258
571912,Luke Maile,8,Kansas City Royals,Jacob Waguespack,0.83,0.563,0.75,0.65,26.0,⚾ Standard Volume,259
670231,John Rave,6,Kansas City Royals,Jacob Waguespack,0.83,0.465,0.9,0.64,25.8,⚾ Standard Volume,260
602104,Ramón Urías,8,St. Louis Cardinals,Cristopher Sánchez,1.22,0.443,0.75,0.64,25.7,⚾ Standard Volume,261
813841,Jonah Cox,8,San Francisco Giants,Jake Bennett,1.07,0.505,0.75,0.64,25.6,⚾ Standard Volume,262
666163,Ben Rortvedt,3,Los Angeles Dodgers,Lake Bachar,1.09,0.3,1.2,0.62,24.8,⚾ Standard Volume,263
666624,Christopher Morel,6,New York Mets,Sean Newcomb,1.1,0.391,0.9,0.61,24.5,⚾ Standard Volume,264
683766,Christian Koss,9,San Francisco Giants,Jake Bennett,1.07,0.462,0.75,0.59,23.4,⚾ Standard Volume,265
660844,Leo Rivas,9,Seattle Mariners,Shota Imanaga,1.09,0.451,0.75,0.58,23.3,⚾ Standard Volume,266
623168,Tyler Heineman,9,Los Angeles Angels,Cal Quantrill,1.15,0.396,0.75,0.54,21.6,⚾ Standard Volume,267
695681,Christian Moore,8,Los Angeles Angels,Cal Quantrill,1.15,0.349,0.75,0.5,20.0,⚾ Standard Volume,268
672356,Gabriel Arias,3,Chicago Cubs,Bryce Miller,1.04,0.217,1.2,0.5,20.0,⚾ Standard Volume,269
673490,Ha-Seong Kim,5,Atlanta Braves,Shane Drohan,1.25,0.139,1.2,0.5,20.0,⚾ Standard Volume,270
